,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,ticker,profit_loss,address2,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,wsb_mentions
283,75235-1611,Industrials,56051.0,"Southwest Airlines Co. operates as a passenger airline company that provide scheduled air transportation services in the United States and near-international markets. As of December 31, 2020, the company operated a total fleet of 718 Boeing 737 aircrafts; and served 107 destinations in 40 states, the District of Columbia, and the Commonwealth of Puerto Rico, as well as ten near-international countries, including Mexico, Jamaica, the Bahamas, Aruba, the Dominican Republic, Costa Rica, Belize, Cuba, the Cayman Islands, and Turks and Caicos. Its services also cover destinations in Hilo on Hawaii; Cozumel, Mexico; Steamboat Springs, Colorado; Miami, Florida; Palm Springs, California; and Montrose (Telluride and Crested Butte), Colorado. In addition, the company provides inflight entertainment and connectivity services on Wi-Fi enabled aircrafts; and Rapid Rewards loyalty program that enables program members to earn points for dollars spent on Southwest base fares. In addition, the company provides a suite of digital platforms to support customers' travel needs, including Southwest.com, mobile website, and apps; and SWABIZ, an online booking tool. Further, it offers ancillary services, such as Southwest's EarlyBird Check-In, upgraded boarding, and transportation of pets and unaccompanied minors. The company was founded in 1967 and is headquartered in Dallas, Texas.",Dallas,214 792 4000,TX,United States,[],http://www.southwest.com,1.0,PO Box 36611,,Airlines,-0.74948996,-0.41713002,-0.47495,-105000000.0,-0.515,-0.90285003,-5145999872.0,64.0,buy,-1875000000.0,-2905125120.0,70.0,50.41,,1.968,-0.12422,19.0,69.98,140.603,-0.31528,85.0,14348000256.0,12785000448.0,6865999872.0,24.262,USD,11.757,1.868,2.0,NYQ,Southwest Airlines Company,Southwest Airlines Co.,America/New_York,EDT,True,-14400000,EQUITY,LUV,finmb_31726,us_market,,4.471,,-5.965,,,3.1,,591377024.0,,,,15.378,17058130.0,0.028800001,,1609372800.0,0.8036,-2864000000.0,-4.906,,,3.2780595,0.0031400002,1672444800.0,,1617148800.0,3.06,1620950400.0,589206224.0,1.254347,30696591360.0,2.0,,982281600.0,3:2,,,,,4.341875,1623715200.0,2.01,,16.261292,,0.0325,15971432.0,,,,50.99,50.9,56.505684,0.0,0.0,,51.045,,7010071.0,50.99,51.565292,0.0,50.9,,7010071.0,,,,1583193600.0,,,50.29,USD,,4979704.0,,,,29811314688.0,,,7045098.0,50.29,51.05,1400.0,4979704.0,64.75,,,33.48,50.9,False,,2200.0,51.045,50.41,https://logo.clearbit.com/southwest.com,LUV,-0.1119998931884765,,,,,81a27f68-fcd4-33aa-aed6-8f8213a2e993,14
284,89109,Consumer Cyclical,44500.0,"Las Vegas Sands Corp., together with its subsidiaries, develops, owns, and operates integrated resorts in Asia and the United States. It owns and operates The Venetian Macao Resort Hotel, the Londoner Macao, The Parisian Macao, The Plaza Macao and Four Seasons Hotel Macao, Cotai Strip, and the Sands Macao in Macao, the People's Republic of China; and Marina Bay Sands in Singapore. The company also owns and operates The Venetian Resort Hotel Casino on the Las Vegas Strip; and the Sands Expo and Convention Center in Las Vegas, Nevada. Its integrated resorts feature accommodations, gaming, entertainment and retail malls, convention and exhibition facilities, celebrity chef restaurants, and other amenities. Las Vegas Sands Corp. was founded in 1988 and is based in Las Vegas, Nevada.",Las Vegas,702-414-1000,NV,United States,[],http://www.sands.com,1.0,3355 Las Vegas Boulevard South,,Resorts & Casinos,-0.1616,-0.57859004,0.50633997,-1135000064.0,-0.156,-0.50428003,-548000000.0,54.0,buy,1838000000.0,-4116000000.0,69.0,39.96,,2.284,-0.05125,13.0,68.5,454.706,-0.53995997,83.5,2074000000.0,14446000128.0,3391000064.0,2.715,USD,4.438,0.925,2.1,NYQ,Las Vegas Sands Corp.,Las Vegas Sands Corp.,America/New_York,EDT,True,-14400000,EQUITY,LVS,finmb_3632895,us_market,,17.166,,-106.22,,,2.43,,763964992.0,,,,3.499,12603398.0,0.0165,,1609372800.0,0.4018,-1859000064.0,-2.575,,,11.420405,0.46194,1672444800.0,,1617148800.0,3.03,1615766400.0,330675465.0,1.49476,58208751616.0,2.0,,,,,,,,9.0026655,1618444800.0,-67.77,,16.444443,,0.0381,14699919.0,,,,40.79,40.74,55.74741,0.0,0.0,,40.8,,8269442.0,40.79,46.73088,0.0,40.74,,8269442.0,,,,1584403200.0,,,39.82,USD,,5531524.0,,,,30528040960.0,,,7227087.0,39.82,40.99,1100.0,5531524.0,66.77,,4.75,38.74,40.58,False,,1400.0,40.8,39.96,https://logo.clearbit.com/sands.com,LVS,0.0,,,,,76ae2e1c-04e5-3e1c-b855-24a20193b25c,1
285,83616,Consumer Defensive,7700.0,"Lamb Weston Holdings, Inc. produces, distributes, and markets value-added frozen potato products worldwide. It operates through four segments: Global, Foodservice, Retail, and Other. The company offers frozen potatoes, sweet potatoes, commercial ingredients, and appetizers under the Lamb Weston brand, as well as various customer labels. The company also offers its products under its owned or licensed brands, such as Grown in Idaho and Alexia, and other licensed brands, as well as under retailers' own brands. In addition, it engages in the vegetable and dairy businesses. The company serves retail and foodservice customers; grocery, mass, club, and specialty retailers; and businesses, independent restaurants, regional chain restaurants, and convenience stores, as well as educational institutions. Lamb Weston Holdings, Inc. was founded in 1950 and is headquartered in Eagle, Idaho.",Eagle,208 938 1047,ID,United States,[],http://www.lambweston.com,1.0,599 South Rivershore Lane,,Packaged Foods,0.18676001,0.07142,0.22565001,513100000.0,-0.044,0.13442999,655600000.0,81.0,buy,942200000.0,340687488.0,88.5,66.49,-0.408,2.981,0.07737,6.0,90.67,613.903,0.69435996,100.0,714300032.0,2772999936.0,3510299904.0,4.883,USD,23.986,1.847,1.7,NYQ,"Lamb Weston Holdings, Inc.","Lamb Weston Holdings, Inc.",America/New_York,EDT,False,-14400000,EQUITY,LW,finmb_374372246,us_market,,3.912,,20.948,,,3.12,,146282000.0,,,,3.088,2090889.0,0.0143,,1590883200.0,0.88491994,250700000.0,1.71,,,21.531734,0.009509999,1653955200.0,,1614470400.0,2.61,1619740800.0,145530547.0,0.772658,13733501952.0,2.0,,,,,,,-0.407,2.770786,1622160000.0,3.5,,21.310898,,0.0212,2607706.0,,,,65.61,65.87,78.31029,0.014098461,0.5409,,67.08,,1176442.0,65.61,73.602646,0.925,65.87,,1176442.0,,,0.94,1620259200.0,,,65.8,USD,38.883038,717016.0,,,,9726289920.0,,,1014049.0,65.8,65.48,1100.0,717016.0,86.41,,,60.65,65.58,False,0.0117999995,800.0,67.08,66.49,https://logo.clearbit.com/lambweston.com,LW,-0.3630012512207031,,,,,c556331d-e98f-3097-b430-dade00c6c714,851
286,77010,Basic Materials,19200.0,"LyondellBasell Industries N.V. operates as a chemical company in the United States, Germany, Mexico, Italy, Poland, France, Japan, China, the Netherlands, and internationally. The company operates in six segments: Olefins and PolyolefinsÂAmericas; Olefins and PolyolefinsÂEurope, Asia, International; Intermediates and Derivatives; Advanced Polymer Solutions; Refining; and Technology. It produces and markets olefins and co-products; polyolefins; polyethylene products, which consist of high density polyethylene, low density polyethylene, and linear low density polyethylene; and polypropylene (PP) products, such as PP homopolymers and copolymers. The company also produces and sells propylene oxide and its derivatives; oxyfuels and related products; and intermediate chemicals, such as styrene monomers, acetyls, ethylene glycols, and ethylene oxides and derivatives. In addition, it produces and markets compounds and solutions, such as polypropylene compounds, engineered plastics, masterbatches, engineered composites, colors, and powders; and advanced polymers. Further, the company refines crude oil and other crude oils of varied types and sources into gasoline, diesel, and jet fuel; develops and licenses chemical and polyolefin process technologies; and manufactures and sells polyolefin catalysts. LyondellBasell Industries N.V. was founded in 1955 and is headquartered in Houston, Texas.",Houston,713 309 7200,TX,United States,[],http://www.lyondellbasell.com,1.0,1221 McKinney Street,,Specialty Chemicals,0.14498,0.079959996,0.14219,3432999936.0,0.212,0.10102,4254000128.0,62.0,buy,3394000000.0,227250000.0,120.0,105.07,6.542,1.74,0.055430003,22.0,118.41,187.503,0.2869,140.0,1836000000.0,16743999488.0,29340999680.0,5.491,USD,87.847,0.843,2.5,NYQ,LyondellBasell Industries NV,LyondellBasell Industries N.V.,America/New_York,EDT,True,-14400000,EQUITY,LYB,finmb_792424,us_market,,1.69,,11.657,,,13.54,,334353984.0,,,,26.323,3430285.0,0.010299999,,1609372800.0,0.70497,2347000064.0,7.005,,,3.9915664,0.21295999,1672444800.0,,1617148800.0,2.25,1619740800.0,263069697.0,1.536956,49590136832.0,2.0,,,,,,,6.521,1.1973202,1622160000.0,0.13,,7.7599707,,0.0153,3368346.0,,,,105.0,104.85,103.91173,0.04,0.59830004,,105.2867,,1371300.0,105.0,100.020294,4.2,104.85,,1371300.0,,,4.52,1622764800.0,,,103.66,USD,14.999286,985594.0,,,,35130572800.0,,,1696461.0,103.66,104.92,1000.0,985594.0,118.02,,4.48,64.21,102.33,False,0.0437,900.0,105.2867,105.07,https://logo.clearbit.com/lyondellbasell.com,LYB,-0.7480010986328125,Suite 300,,,,c877a52d-ceaf-3727-aa11-137fa979685e,2
287,90210,Communication Services,8200.0,"Live Nation Entertainment, Inc. operates as a live entertainment company. It operates through Concerts, Ticketing, and Sponsorship & Advertising segments. The Concerts segment promotes live music events in its owned or operated venues, and in rented third-party venues; operates and manages music venues; produces music festivals; creates associated content; and offers management and other services to artists. The Ticketing segment manages the ticketing operations, including the provision of ticketing software and services to clients for tickets and event information through its primary websites livenation.com and ticketmaster.com as well as provides ticket resale services. This segment sells tickets for its events, as well as for third-party clients in various live event categories, such as arenas, stadiums, amphitheaters, music clubs, concert promoters, professional sports franchises and leagues, college sports teams, performing arts venues, museums, and theaters through websites, mobile apps, ticket outlets, and telephone call centers. The Sponsorship & Advertising segment sells international, national, and local sponsorships and placement of advertising, including signage, promotional programs, rich media offering that include advertising related with live streaming and music-related content; and ads across its distribution network of venues, events, and websites. This segment also manages the development of strategic sponsorship programs, as well as develops, books, and produces custom events or programs for specific brands. As of December 31, 2020, it owned, operated, or leased 155 entertainment venues in North America and 76 entertainment venues internationally. The company was formerly known as Live Nation, Inc. and changed its name to Live Nation Entertainment, Inc. in January 2010. Live Nation Entertainment, Inc. was incorporated in 2005 and is headquartered in Beverly Hills, California.",Beverly Hills,310-867-7000,CA,United States,[],http://www.livenationentertainment.com,1.0,9348 Civic Center Drive,,Entertainment,-0.69485,-1.1453,0.44787997,476960992.0,6.774,-1.03723,-894937024.0,70.0,buy,458778000.0,952732864.0,91.0,81.58,,1.05,-0.06996,11.0,91.09,,-4.4692,110.0,4042618880.0,6884567040.0,1287955968.0,18.82,USD,6.014,0.908,2.3,NYQ,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",America/New_York,EDT,False,-14400000,EQUITY,LYV,finmb_384687,us_market,,16.904,,-24.328,,,0.78,,218683008.0,,,,-3.407,11406589.0,0.052199997,,1609372800.0,0.73752,-1460931968.0,-8.596,,,,0.33907002,1672444800.0,,1625011200.0,5.42,1623715200.0,143827533.0,1.325443,21771890688.0,2.0,,,,,,,,13.85153,1626307200.0,-0.3,,104.58975,,0.0789,12542083.0,,,,84.02,84.09,83.9472,,0.0,,84.32,,2232285.0,84.02,82.507645,,84.09,,2232285.0,,,,,,,81.52,USD,,1341102.0,,,,17840160768.0,,,2149996.0,81.52,84.0,1100.0,1341102.0,94.63,,,47.97,83.82,False,,1000.0,84.32,81.58,https://logo.clearbit.com/livenationentertainment.com,LYV,2.994999694824219,,,,,1aa099bd-7979-3787-a75f-cd7102e44fd4,1
288,10577,Financial Services,21000.0,"Mastercard Incorporated, a technology company, provides transaction processing and other payment-related products and services in the United States and internationally. It facilitates the processing of payment transactions, including authorization, clearing, and settlement, as well as delivers related products and services. The company offers integrated products and services for account holders, merchants, financial institutions, businesses, governments, and other organizations, such as programs that enable issuers to provide consumers with credits to defer payments; payment products and solutions that allow its customers to access funds in deposit and other accounts; prepaid payment programs and management services; and commercial credit and debit payment products and solutions. It also provides value-added products and services comprising cyber and intelligence products, information and analytics services, consulting services, loyalty and reward programs, processing and open banking services, and issuer and acquirer processing services. The company offers payment solutions and services under the MasterCard, Maestro, and Cirrus. It has a partnership with Bilt Rewards to launch the Bilt Mastercard; and a strategic partnership with Verizon Communications Inc. Mastercard Incorporated was founded in 1966 and is headquartered in Purchase, New York.",Purchase,914 249 2000,NY,United States,[],http://www.mastercard.com,1.0,2000 Purchase Street,,Credit Services,0.56587005,0.42376998,1.0,6828000256.0,0.036,0.52709,8741000192.0,370.0,buy,15301000000.0,6229499904.0,431.5,362.75,0.089,1.43,0.1555,38.0,429.91,214.939,1.09547,460.0,7735000064.0,13870000128.0,15447000064.0,7.805,USD,15.459,1.051,1.8,NYQ,Mastercard Incorporated,Mastercard Incorporated,America/New_York,EDT,True,-14400000,EQUITY,MA,finmb_6477196,us_market,,25.444,,44.965,,,10.43,,982905024.0,,,,6.378,4220485.0,0.0043,,1609372800.0,0.77617997,6545999872.0,6.518,,,56.8752,0.11066,1672444800.0,,1617148800.0,1.24,1623715200.0,981444236.0,1.17519,393037086720.0,2.0,,1390348800.0,10:1,,,,0.08,23.273275,1626307200.0,2.34,,34.77948,,0.0047999998,6690641.0,,,,361.98,362.26,366.477,0.00464114,0.2515,,363.4999,,2928642.0,361.98,376.62854,1.68,362.26,,2928642.0,,,1.76,1625702400.0,,,360.63,USD,55.653572,2304638.0,,,,359502282752.0,,,3304022.0,360.63,361.9,800.0,2304638.0,401.5,,0.54,281.2,361.83,False,0.0045,800.0,363.4999,362.75,https://logo.clearbit.com/mastercard.com,MA,-4.304983520507812,,,,,2a603965-5313-3f5d-ab1e-43523b62c374,17526
289,38138,Real Estate,2530.0,"MAA, an S&P 500 company, is a real estate investment trust, or REIT, focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities in the Southeast, Southwest, and Mid-Atlantic regions of the United States. As of December 31, 2020, MAA had ownership interest in 102,772 apartment units, including communities currently in development, across 16 states and the District of Columbia.",Germantown,901-682-6600,TN,United States,[],http://www.maac.com,1.0,6815 Poplar Avenue,,REIT—Residential,0.55412,0.23813,0.58235,831651968.0,0.058,0.24895,946881024.0,154.0,hold,985213000.0,770150400.0,171.0,188.31,1.898,0.092,0.02377,13.0,173.08,74.899,0.068509996,194.0,31881000.0,4584307200.0,1708792064.0,0.277,USD,14.95,0.037,2.6,NYQ,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",America/New_York,EDT,True,-14400000,EQUITY,MAA,finmb_332358,us_market,,15.632,,28.211,,,2.6,,114487000.0,,,,50.736,1831215.0,0.0159,,1609372800.0,0.92724,402753984.0,2.286,,,3.7115657,0.00657,1672444800.0,,1625011200.0,3.02,1623715200.0,114126975.0,0.656804,26712135680.0,2.0,,,,,,,1.884,12.616542,1626307200.0,9.76,,72.426926,,0.0217,1602277.0,,,,186.37,186.69,157.97964,0.021596825,1.1538,,188.46,,553871.0,186.37,183.09677,4.025,186.69,,553871.0,,,4.1,1626220800.0,,,186.34,USD,82.37533,323025.0,,,,21559046144.0,,,606288.0,186.34,186.48,1000.0,323025.0,196.44,,3.31,110.53,186.27,False,0.0215,800.0,188.46,188.31,https://logo.clearbit.com/maac.com,MAA,-7.078997039794922,Suite 500,,,,cc2464bb-73dc-32d9-ae28-eecc01e27c56,9
290,20817,Consumer Cyclical,121000.0,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, and timeshare properties worldwide. The company operates through North American Full-Service, North American Limited-Service, and Asia Pacific segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bulgari, Marriott Hotels, Sheraton, Delta Hotels, Marriott Executive Apartments, Marriott Vacation Club, Westin, Renaissance, Le MÃ©ridien, Autograph Collection, Gaylord Hotels, Tribute Portfolio, Design Hotels, Courtyard, Residence Inn, Fairfield by Marriott, SpringHill Suites, Four Points, TownePlace Suites, Aloft, AC Hotels by Marriott, Protea Hotels, Element, and Moxy brand names. As of February 23, 2021, it operated approximately 7,600 properties under 30 hotel brands in 133 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",Bethesda,301-380-3000,MD,United States,[],http://www.marriott.com,1.0,10400 Fernwood Road,,Lodging,0.37888,-0.17448,0.69509006,1152000000.0,-0.394,0.19763,671000000.0,130.0,buy,1442000000.0,827875008.0,140.0,134.38,,0.452,0.00876,18.0,147.44,4755.983,-2.88785,175.0,628000000.0,11128999936.0,1771000064.0,1.929,USD,5.43,0.42,2.5,NMS,Marriott International,"Marriott International, Inc.",America/New_York,EDT,True,-14400000,EQUITY,MAR,finmb_31148,us_market,,31.874,,84.126,,,4.74,,325639008.0,,,,0.719,5085765.0,0.0156,,1609372800.0,0.61569,-309000000.0,-0.947,,,186.89848,0.16483,1672444800.0,,1617148800.0,2.53,1619740800.0,284774160.0,1.8875,56448598016.0,2.0,,1321920000.0,1061:1000,,,,,24.708847,1622160000.0,0.11,,28.350214,,0.0178,6107840.0,,,,134.77,135.11,141.7905,0.0,0.0,,135.45,,2278842.0,134.77,139.6256,0.0,135.11,,2278842.0,,,,1582761600.0,,,133.59,USD,,1728136.0,,,,43759370240.0,,,2086526.0,133.59,134.9,800.0,1728136.0,159.98,,,88.92,134.28,False,,1400.0,135.45,134.38,https://logo.clearbit.com/marriott.com,MAR,2.0589988708496096,,,,,6ab04619-82f8-3fe5-bc6c-71e6faef45b3,4152
291,48152,Industrials,18000.0,"Masco Corporation designs, manufactures, and distributes home improvement and building products in North America, Europe, and internationally. The company operates through two segments, Plumbing Products and Decorative Architectural Products. The Plumbing Products segment offers faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, sinks, toilets, acrylic tubs, shower trays, spas, exercise pools, and fitness systems; brass, copper, and composite plumbing system components; connected water products; thermoplastic solutions, extruded plastic profiles, specialized fabrications, and PEX tubing products; and other non-decorative plumbing products. This segment provides its products under the DELTA, BRIZO, PEERLESS, HANSGROHE, AXOR, KRAUS, GINGER, NEWPORT BRASS, BRASSTECH, WALTEC, BRISTAN, HERITAGE, MIROLIN, HÃPPE, HOT SPRING, CALDERA, FREEFLOW SPAS, FANTASY SPAS, ENDLESS POOLS, BRASSCRAFT, PLUMB SHOP, COBRA, COBRA PRO, and MASTER PLUMBER brands. The Decorative Architectural Products segment offers paints, primers, specialty coatings, stains, and waterproofing products, as well as paint applicators and accessories; cabinet and door hardware, functional hardware, wall plates, hook and rail products, closet organization systems, and picture hanging accessories; decorative bath hardware, mirrors, and shower accessories and doors; and decorative indoor and outdoor lighting fixtures, ceiling fans, landscape lighting, and LED lighting systems. This segment provides its products under the BEHR, KILZ, WHIZZ, Elder & Jenks, LIBERTY, BRAINERD, FRANKLIN BRASS, KICHLER, and ÃLAN brands. It sells its products to the plumbing, heating, and hardware wholesalers; home centers and online retailers; hardware stores; electrical and landscape distributors; lighting showrooms; building supply outlets; and other mass merchandisers. Masco Corporation was founded in 1929 and is headquartered in Livonia, Michigan.",Livonia,313 274 7400,MI,United States,[],http://masco.com,1.0,17450 College Parkway,313 792 4177,Building Products & Equipment,0.20325,0.103999995,0.36161998,956000000.0,0.246,0.18437,1540000000.0,64.0,buy,2587000000.0,613750016.0,72.0,62.6,-0.823,1.834,0.16768,11.0,70.73,1288.43,21.68831,75.0,838000000.0,3118000128.0,7576999936.0,3.302,USD,29.17,1.226,2.5,NYQ,Masco Corporation,Masco Corporation,America/New_York,EDT,True,-14400000,EQUITY,MAS,finmb_181478,us_market,,2.269,,11.166,,,3.96,,253786000.0,,,,-0.067,8624860.0,0.034,,1609372800.0,0.95394,760000000.0,2.991,,,,0.00575,1672444800.0,,1617148800.0,4.72,1619740800.0,252174312.0,1.346739,17195132928.0,2.0,,1435708800.0,1138:1000,,,,-0.823,2.0967407,1622160000.0,1.43,,15.808081,,0.0385,7107160.0,,,,62.2,62.36,59.21108,0.008922829,0.18969999,,62.95,,1774700.0,62.2,59.22353,0.555,62.36,,1774700.0,,,0.94,1622073600.0,,,62.29,USD,20.929455,2129848.0,,,,15887003648.0,,,2135295.0,62.29,62.4,800.0,2129848.0,68.54,,1.11,51.53,61.89,False,0.0163,1000.0,62.95,62.6,https://logo.clearbit.com/masco.com,MAS,1.4979999542236329,,,,,da2095b2-87cd-3add-81d6-3933d7ec428d,939
292,60607,Consumer Cyclical,200000.0,"McDonald's Corporation operates and franchises McDonald's restaurants in the United States and internationally. Its restaurants offer various food products and beverages, as well as breakfast menu. As of December 31, 2020, the company operated 39,198 restaurants. McDonald's Corporation was founded in 1940 and is based in Chicago, Illinois.",Chicago,630 623 3000,IL,United States,[],http://corporate.mcdonalds.com,1.0,110 North Carpenter Street,,Restaurants,0.47221002,0.26306,0.51374,6843200000.0,0.087,0.38127998,9263899648.0,225.0,buy,9752100000.0,4754724864.0,260.0,238.82,0.395,1.194,0.09196,32.0,258.19,,,283.0,3025400064.0,49552601088.0,19618000896.0,4.055,USD,26.338,1.039,2.0,NYQ,McDonald's Corporation,McDonald's Corporation,America/New_York,EDT,True,-14400000,EQUITY,MCD,finmb_139488,us_market,,11.267,,23.861,,,9.57,,746174016.0,,,,-9.697,5715249.0,0.0077,,1609372800.0,0.68961,5160800256.0,6.891,,,,0.00052,1672444800.0,,1617148800.0,2.29,1619740800.0,745562421.0,0.627717,221042442240.0,2.0,,920851200.0,2:1,,,,0.389,9.08356,1622160000.0,1.32,,24.955069,,0.0077,6335774.0,,,,236.67,236.79,227.58115,0.021464486,0.73730004,,239.0,,1944314.0,236.67,236.23677,5.08,236.79,,1944314.0,,,5.16,1622160000.0,,,236.27,USD,34.6568,1699655.0,,,,178201280512.0,,,2443349.0,236.27,236.76,800.0,1699655.0,247.05,,2.47,202.73,236.19,False,0.0221,1200.0,239.0,238.82,https://logo.clearbit.com/corporate.mcdonalds.com,MCD,-0.005999755859375,,,,,23d8bc2b-33aa-36cd-80f6-61c9e181ef67,16
293,85224-6199,Technology,19500.0,"Microchip Technology Incorporated develops, manufactures, and sells semiconductor products for various embedded control applications in the Americas, Europe, and Asia. The company offers general purpose 8-bit, 16-bit, and 32-bit microcontrollers; 32-bit embedded microprocessors markets; and specialized microcontrollers for automotive, industrial, computing, communications, lighting, power supplies, motor control, human machine interface, security, wired connectivity, and wireless connectivity applications. It also provides development tools that enable system designers to program microcontroller products for specific applications; field-programmable gate array (FPGA) products; and analog, interface, mixed signal, and timing products comprising power management, linear, mixed-signal, high-voltage, thermal management, discrete diodes and metal oxide semiconductor field effect transistors (MOSFETS), radio frequency (RF), drivers, safety, security, timing, USB, Ethernet, wireless, and other interface products. In addition, the company offers memory products consisting of serial electrically erasable programmable read-only memory, serial flash memories, parallel flash memories, serial static random access memories, and serial electrically erasable random access memories for the production of very small footprint devices; and licenses its SuperFlash embedded flash and Smartbits one time programmable NVM technologies to foundries, integrated device manufacturers, and design partners for use in the manufacture of microcontroller products, gate array, RF, analog, and neuromorphic compute products that require embedded non-volatile memory, as well as provides engineering services. Further, it offers wafer foundry and assembly, and test subcontracting manufacturing services; and timing systems products, application specific integrated circuits, and aerospace products. Microchip Technology Incorporated was incorporated in 1989 and is headquartered in Chandler, Arizona.",Chandler,480 792 7200,AZ,United States,[],http://www.microchip.com,1.0,2355 West Chandler Boulevard,,Semiconductors,0.40245,0.08399,0.6297,2044600064.0,0.198,0.20366,2293199872.0,155.0,buy,3378800000.0,1772000000.0,175.0,151.57,0.854,1.981,0.04355,23.0,176.17,154.485,0.08685,200.0,279700000.0,8527399936.0,5698100224.0,1.021,USD,21.411,1.176,2.0,NMS,Microchip Technology Incorporat,Microchip Technology Incorporated,America/New_York,EDT,True,-14400000,EQUITY,MCHP,finmb_31500,us_market,,8.508,,21.142,,,8.54,,273531008.0,,,,19.512,5885605.0,0.0215,,1617148800.0,0.93394995,478600000.0,1.29,,,7.768041,0.02021,1680220800.0,,1625011200.0,3.15,1623715200.0,268455206.0,,48482275328.0,2.0,,1020902400.0,3:2,,,,1.045,7.275951,1626307200.0,1.77,,17.748245,,0.024600001,7351317.0,,,,151.15,150.7,149.4585,0.0098842215,1.1581,,152.05,,1981714.0,151.15,144.24236,1.494,150.7,,1981714.0,,,1.65,1621468800.0,,,149.97,USD,117.49613,1162063.0,,,,41459097600.0,,,1797614.0,149.97,151.27,1400.0,1162063.0,166.67,,1.63,95.53,142.8,False,0.0113,1100.0,152.05,151.57,https://logo.clearbit.com/microchip.com,MCHP,-4.650997161865234,,,,,8cfbb7ea-d7da-3c80-a924-250bf7239709,0
